OrderID,CustomerID,Product,Category,Brand,Quantity,PricePaid,OrderDate,PaymentMethod
ORD00199,CUST0048,Millet Cookies - Vanilla Choco Elite,"Bakery, Cakes & Dairy",Praana,1,39.0,2025-01-19,Debit Card
ORD00200,CUST0031,Diet Jam - Mixed Fruit,Snacks & Branded Foods,Snacky,3,300.0,2025-03-21,UPI
ORD00201,CUST0073,Safe Sun Sun Block Cream PA+ - SPF 20,Beauty & Hygiene,Lotus Herbals,1,209.3,2025-01-07,Net Banking
ORD00202,CUST0080,Milk Delights Face Wash With Saffron For Normal Skin,Beauty & Hygiene,Nivea,2,280.0,2025-01-18,Cash on Delivery
ORD00203,CUST0046,Quinoa - Organic Red,Gourmet & World Food,Nourish You,1,495.0,2025-03-26,Debit Card
ORD00204,CUST0028,W4 Perfume Spray - For Women,Beauty & Hygiene,Engage,4,630.0,2025-03-21,Cash on Delivery
ORD00205,CUST0097,Chocolate Syrup,Snacks & Branded Foods,Hersheys ,5,355.0,2024-12-12,Credit Card
ORD00206,CUST0001,Jar With Steel Cap Set,"Kitchen, Garden & Pets",Yera,2,378.0,2025-02-03,Net Banking
ORD00207,CUST0100,Shahi Paneer Masala,"Foodgrains, Oil & Masala",Eastern,5,688.75,2025-03-29,
ORD00208,CUST0001,Bull Force Shilajit With Most Potent Herbs,Beauty & Hygiene,Rock Gold,1,1449.0,2025-01-01,Cash on Delivery
ORD00209,CUST0003,Sugar Less - Gulab Jamun,Snacks & Branded Foods,Dezire,3,555.0,2025-01-12,Net Banking
ORD00210,CUST0003,Bhakhri Baked Mathri - Masala,Snacks & Branded Foods,Tasties,4,440.0,2025-03-06,Credit Card
ORD00211,CUST0060,Designer Glass Bowl,"Kitchen, Garden & Pets",Blinkmax,1,640.0,2025-01-14,Debit Card
ORD00212,CUST0094,"Millet Granola with Rolled Oats, Cranberries and Almonds - No Added Sugar",Snacks & Branded Foods,True Elements,3,99999.0,2025-02-19,Debit Card
ORD00213,CUST0037,Stainless Steel Flat Botton Urli - No. 11,"Kitchen, Garden & Pets",Kitchen Essentials,2,258.0,2025-02-03,Debit Card
ORD00214,CUST0009,"Vitamin C, E & Hyaluronic Acid Brightening Night Cream With Argan Oil",Beauty & Hygiene,StBotanica,1,669.0,2025-02-19,Debit Card
ORD00215,CUST0031,"Two Tone Plastic Bowl/ Fruits & Vegetable Basket - No. 3, White Base With Blue Ring, L2303","Kitchen, Garden & Pets",Princeware,4,276.0,2025-03-24,UPI
ORD00216,CUST0051,Ayurvedic Shampoo - Hair Care,Beauty & Hygiene,K.P. Namboodiris,5,250.0,2025-01-05,Credit Card
ORD00217,CUST0067,"Padded Collar - 3/4 inch, Blue Colour","Kitchen, Garden & Pets",Glenand,2,990.0,2025-01-13,Net Banking
ORD00218,CUST0009,Honey Lemon,Snacks & Branded Foods,RiteBite Max Protein,2,240.0,2024-12-12,Net Banking
ORD00219,CUST0044,Coconut & Tea Tree Oil Nourishing Body Wash,Beauty & Hygiene,Kaya Clinic,5,1196.0,2025-02-25,Cash on Delivery
ORD00220,CUST0090,Lip Balm - Raspberry,Beauty & Hygiene,Lotus Herbals,2,380.0,2025-01-23,Credit Card
ORD00221,CUST0002,Skin Repair Combo,Beauty & Hygiene,Richfeel,5,1990.0,2024-12-20,Net Banking
ORD00222,CUST0095,Crispy Veggie Burger Patty,Snacks & Branded Foods,Yummiez,3,417.0,2025-03-27,Cash on Delivery
ORD00223,CUST0035,"Naturally Soft Sanitary Napkin Extra Long, 275mm",Beauty & Hygiene,Niine,3,94.5,2025-01-27,Cash on Delivery
ORD00224,CUST0030,Himalayan Pink Salt,Gourmet & World Food,Graminway,2,458.0,2024-12-27,Credit Card
ORD00225,CUST0056,"Pure - Handmade Neem & Aloevera Bathing Bar, With Natural Leaves",Beauty & Hygiene,BodyHerbals,5,995.0,2025-02-08,Credit Card
ORD00226,CUST0075,Shower Gel - Cool Burst For Men With Menthol Crystals,Beauty & Hygiene,Fiama,2,298.5,2025-01-09,Cash on Delivery
ORD00227,CUST0043,Baby Cottontouch Newborn Cream,Baby Care,Johnsons,2,340.0,2025-01-25,Credit Card
ORD00228,CUST0090,"Incense Sticks - Namo Kirtan, Scented",Cleaning & Household,GIRI,5,250.0,2025-03-28,Credit Card
ORD00229,CUST0055,20g Whey Protein Bar - Cranberry Orange,Gourmet & World Food,GoodDiet,3,1035.0,2024-12-09,Cash on Delivery
ORD00230,CUST0048,Diamond Hair Remover - For Dry Skin,Beauty & Hygiene,Astaberry,5,356.25,2025-03-03,UPI
ORD00231,CUST0073,Extra Virgin Coconut Massage Oil for Hair & Body,Beauty & Hygiene,Aloe Veda,2,765.0,2025-01-10,Credit Card
ORD00232,CUST0019,"Clothes Storage Laundry Bag - Printed, Brown, BB-564BRWN",Cleaning & Household,DP,1,369.0,2025-03-08,Debit Card
ORD00233,CUST0073,Pickle - Mixed,Snacks & Branded Foods,Mother's Recipe,4,476.0,2025-01-22,Debit Card
ORD00234,CUST0074,Nachos Peri Peri,Gourmet & World Food,Tex Mex Salsalito,4,324.0,2025-03-06,Debit Card
ORD00235,CUST0039,"Vegan Premium Ghee/Tuppa - Palm Oil Free, 100% Natural","Foodgrains, Oil & Masala",Live Yum,2,1198.0,2025-03-10,Credit Card
ORD00236,CUST0055,"Beer - Cranberry, Non-Alcoholic",Gourmet & World Food,Coolberg,1,109.0,2024-12-17,Credit Card
ORD00237,CUST0045,"Steel Dinner Plate/Thali - No. 12, Gujrati","Kitchen, Garden & Pets",BB Home,1,329.0,2025-03-08,Cash on Delivery
ORD00238,CUST0022,"Anticolic Feeding Bottle - Pink, Green, 2m+",Baby Care,Chicco,5,2895.0,2025-01-04,Cash on Delivery
ORD00239,CUST0006,"Steel See Thru, Jars, Plain Design, Round","Kitchen, Garden & Pets",Yera,5,695.0,2025-02-17,Credit Card
ORD00240,CUST0068,Agarbathi Lia - Samptrupti Incense Sticks,Cleaning & Household,Cycle,5,250.0,2024-12-30,Credit Card
ORD00241,CUST0008,100% Natural Intimate Wipes,Beauty & Hygiene,Plush,1,120.0,2025-01-15,UPI
ORD00242,CUST0004,"Pasta - Buckwheat, Gluten Free",Gourmet & World Food,Voila,4,600.0,2024-12-18,Cash on Delivery
ORD00243,CUST0061,"Plastic & Stainless Steel Lunch Box - Red, BB1380RED","Kitchen, Garden & Pets",Tedemi,5,3195.0,2025-01-30,Debit Card
ORD00244,CUST0036,Dishwasher Tablets Powerball Classic,Cleaning & Household,Finish,2,3398.0,2025-03-20,Net Banking
ORD00245,CUST0069,Drink - Original,"Bakery, Cakes & Dairy",So Good,4,842.4,2025-01-30,Credit Card
ORD00246,CUST0043,Active Fruits Damage Repair Body Lotion SPF 30 PA+++,Beauty & Hygiene,Vlcc,2,598.5,2024-12-25,Credit Card
ORD00247,CUST0022,Mango Slim Shake - Weight Control Powered By Ayurveda,Beverages,Kapiva Ayurveda,1,584.1,2025-01-22,UPI
ORD00248,CUST0098,"Greek Yogurt - Natural, Low Fat",Gourmet & World Food,Epigamia ,3,897.0,2025-01-22,Credit Card
ORD00249,CUST0040,Fenugreek Pickle,Gourmet & World Food,Sakurafresh,2,520.0,2025-03-07,Credit Card
ORD00250,CUST0082,Tropical Fruit Mix,Snacks & Branded Foods,Graminway,1,180.0,2024-12-23,Net Banking
ORD00251,CUST0100,Soft Dried Turkish Apricot,Gourmet & World Food,DOLE,5,675.0,2025-02-01,Debit Card
ORD00252,CUST0013,"Wafers - Waffy, Golden Cream",Snacks & Branded Foods,Dukes,4,90.0,2025-03-24,Credit Card
ORD00253,CUST0022,Rock Salt/Uppu,"Foodgrains, Oil & Masala",Conscious Food,4,276.0,2025-01-21,UPI
ORD00254,CUST0036,Chai Masala,"Foodgrains, Oil & Masala",Keya,5,475.0,2025-03-05,Net Banking
ORD00255,CUST0065,"Envelope - Brown, 7 x 4 inches",Cleaning & Household,Ravi,3,126.0,2025-01-20,Cash on Delivery
ORD00256,CUST0032,"Aloevera Juice - Supports Skin, Digestion & Energy",Beverages,Dr. Vaidya's,5,1250.0,2025-02-15,Cash on Delivery
ORD00257,CUST0035,Organic - Rasam Powder,"Foodgrains, Oil & Masala",Organic Tattva,5,308.75,2025-02-21,UPI
ORD00258,CUST0096,Beetroot Training Treat,"Kitchen, Garden & Pets",Dogsee Crunch,5,995.0,2024-12-14,Net Banking
ORD00259,CUST0097,Chocolate Milk - Choc,Gourmet & World Food,Tango,4,120.0,2025-03-16,UPI
ORD00260,CUST0052,Paper Glass - Assorted Colour,Cleaning & Household,B Vishal,2,56.0,2025-02-05,Cash on Delivery
ORD00261,CUST0053,Moisturising Cream,Beauty & Hygiene,Elovera,4,768.0,2025-03-05,UPI
ORD00262,CUST0093,Badam Shake,"Bakery, Cakes & Dairy",Storia,5,707.95,2025-01-19,Cash on Delivery
ORD00263,CUST0066,Keratin Smooth Hair Serum,Beauty & Hygiene,TRESemme,1,450.0,2024-12-25,Debit Card
ORD00264,CUST0093,Organic Semi Brown Rice/Akki,"Foodgrains, Oil & Masala",24 Mantra,4,1900.0,2025-01-20,Debit Card
ORD00265,CUST0064,Pasta Sauce - Napoletana,Gourmet & World Food,Barilla,3,1047.0,2025-01-29,Credit Card
ORD00266,CUST0002,Hygienic Hand Sanitiser Liquid,Beauty & Hygiene,Savlon,4,400.0,2025-01-07,Cash on Delivery
ORD00267,CUST0029,Fresh Organic Amla Powder - For Kids,Baby Care,Early Foods,1,250.0,2025-02-27,Cash on Delivery
ORD00268,CUST0070,Multipurpose 3 Tier Rack,"Kitchen, Garden & Pets",Saura,2,690.0,2025-01-29,Net Banking
ORD00269,CUST0017,Fresh Catch Basa Fish Fillets,"Eggs, Meat & Fish",Ifb,1,450.0,2025-03-03,Cash on Delivery
ORD00270,CUST0081,Tangy Barbeque Jumbo Makhanas,Gourmet & World Food,FabBox,1,79.0,2024-12-24,Cash on Delivery
ORD00271,CUST0006,Crunchy Muesli - Almond Raisins And Honey,Snacks & Branded Foods,Bagrrys,5,2495.0,2024-12-18,Net Banking
ORD00272,CUST0039,Classic Salted Peanuts,Snacks & Branded Foods,Avean,4,200.0,2025-01-11,Net Banking
ORD00273,CUST0030,Vita Marie Gold Biscuits,Snacks & Branded Foods,Britannia,1,102.0,2024-12-23,Net Banking
ORD00274,CUST0005,"Simply - Hair Removal Razor For Women, 3 Blades",Beauty & Hygiene,Gillette Venus,5,350.0,2025-03-25,Credit Card
ORD00275,CUST0023,Raw Coffret For Men,Beauty & Hygiene,Skinn by Titan,4,6061.0,2024-12-12,
ORD00276,CUST0022,Kesari Jivan - Fit For Diabetics,Beauty & Hygiene,Zandu,3,2265.0,2025-02-27,Credit Card
ORD00277,CUST0008,Smartwater,Beverages,Glaceau ,1,300.0,2024-12-12,UPI
ORD00278,CUST0053,"Organic - Urad Dal/Uddina Bele, Black (Split)","Foodgrains, Oil & Masala",bb Royal,4,1100.0,2025-02-20,Debit Card
ORD00279,CUST0029,Gliss Hair Repair Ultimate Repair Oil Replacement,Beauty & Hygiene,Schwarzkopf,1,425.0,2025-02-06,Net Banking
ORD00280,CUST0093,Eau De Toilette For Men,Beauty & Hygiene,Bentley,5,24525.0,2025-02-17,Credit Card
ORD00281,CUST0012,"Coffee Almonds - Roasted With Ground Coffee, Crunchy & Zero Oil",Gourmet & World Food,Nutty Gritties,4,1540.0,2025-02-09,Net Banking
ORD00282,CUST0070,Sponge Brush - Bottle Cleaning,Cleaning & Household,Liao,1,119.0,2025-03-09,Credit Card
ORD00283,CUST0020,Kitchen King Masala,"Foodgrains, Oil & Masala",bb Royal,3,63.0,2025-02-11,Credit Card
ORD00284,CUST0052,Organic Paneer,"Bakery, Cakes & Dairy",Farm Connect,2,230.0,2025-03-22,Credit Card
ORD00285,CUST0065,Body Spray - Voyage,Beauty & Hygiene,Park avenue,2,432.0,2025-03-09,UPI
ORD00286,CUST0089,Millet Based Nutrition Bar - Khus & Fig,Gourmet & World Food,Ah!rogya Bar,4,100.0,2025-01-09,Debit Card
ORD00287,CUST0002,Hand Made Soap - Vetiver,Beauty & Hygiene,Wild Ideas,4,440.0,2025-01-06,Credit Card
ORD00288,CUST0098,Jain Italian Spice Mix,Gourmet & World Food,Entree,1,71.25,2025-03-26,Credit Card
ORD00289,CUST0095,Brown Sugar/Sakkare,"Foodgrains, Oil & Masala",Natureland Organics,2,160.0,2024-12-01,Cash on Delivery
ORD00290,CUST0029,"Grater - with Peeler, Stainless Steel","Kitchen, Garden & Pets",Kvg,3,237.0,2024-12-02,Net Banking
ORD00291,CUST0067,Green Tea - Jasmine,Beverages,Twinings,4,1140.0,2025-03-20,
ORD00292,CUST0044,Chilli Flavoured Broad Beans With Skin,Gourmet & World Food,Tong Garden,5,300.0,2025-03-14,UPI
ORD00293,CUST0093,"Millet Granola with Rolled Oats, Cranberries and Almonds - No Added Sugar",Snacks & Branded Foods,True Elements,5,2300.0,2025-03-23,Net Banking
ORD00294,CUST0094,Piping Bag & Patisserie,"Kitchen, Garden & Pets",Fackelmann,2,658.0,2024-12-28,Cash on Delivery
ORD00295,CUST0051,"Doraemon Double Compartment Flexible Partition Plastic Lunch Box - With Fork & Spoon, Assorted Colour","Kitchen, Garden & Pets",Yellow Spark,4,596.0,2025-01-28,Net Banking
ORD00296,CUST0022,Snacks - Roasted Oats Mix Wasabi,Gourmet & World Food,GoodDiet,4,316.0,2024-12-11,Cash on Delivery
ORD00297,CUST0026,Green Tea With Lemon & Honey,Beverages,Sprig Tea,5,395.0,2024-12-01,Credit Card
ORD00298,CUST0034,Essential Tea Tree Oil & Neem Face Wash,Beauty & Hygiene,ST. D'VENCE,5,1495.0,2025-01-05,Cash on Delivery
ORD00299,CUST0099,"Pure Radiance Under Eye Cream - For Dark Circles, Puffiness, Wrinkles & Bags",Beauty & Hygiene,StBotanica,5,2995.0,2025-03-15,Credit Card
ORD00300,CUST0073,Sweet Care - Low GI Sugar,"Foodgrains, Oil & Masala",Parry's,1,40.0,2024-12-24,Credit Card
ORD00301,CUST0057,Stainless Steel Dessert Fork - Wednesde,"Kitchen, Garden & Pets",Anjali,1,169.0,2025-02-22,Debit Card
ORD00302,CUST0057,Ready to Eat - Chicken Darbari,Snacks & Branded Foods,Kitchens Of India,1,190.0,2024-12-19,UPI
ORD00303,CUST0010,"Brownie - Chocolate Walnut Whole Wheat, Eggless","Bakery, Cakes & Dairy",BHealthy,5,695.0,2025-03-18,Cash on Delivery
ORD00304,CUST0046,"Cerelac Baby Cereal with Milk - Multigrain Dal Veg, From 12-24 Months, Rich in Iron",Baby Care,Nestle ,3,792.0,2025-01-12,UPI
ORD00305,CUST0041,Whole Wheat Atta Noodles,Gourmet & World Food,Kims,1,95.0,2024-12-14,Net Banking
ORD00306,CUST0059,The Pug Groom Box,"Kitchen, Garden & Pets",Captain Zack,2,4500.0,2024-12-21,Debit Card
ORD00307,CUST0059,"Aluminium Hammered Finish Kadhai Handi - 950 ml, Silver","Kitchen, Garden & Pets",HAZEL,5,1495.0,2025-02-23,Cash on Delivery
ORD00308,CUST0040,"Wax Decorative Scented Tealight Candles - Blueberry, BB-1261-5",Cleaning & Household,DP,5,695.0,2025-03-11,Cash on Delivery
ORD00309,CUST0042,"Aluminium Cake Mould - Round, Assorted Colour","Kitchen, Garden & Pets",Rolex ,2,898.0,2025-01-28,Cash on Delivery
ORD00310,CUST0093,Banana Flower,Fruits & Vegetables,Fresho,3,63.0,2025-03-30,UPI
ORD00311,CUST0010,Easy Mix - Palappam,Snacks & Branded Foods,Double Horse,1,69.0,2025-03-09,Debit Card
ORD00312,CUST0041,Magic Seal Rectangular Plastic Storage Containers - Pink,"Kitchen, Garden & Pets",Polyset,3,237.0,2025-01-17,Net Banking
ORD00313,CUST0063,Naan Chips - Chatpata Pudina,Gourmet & World Food,Wingreens Farms,1,20.0,2025-03-08,Net Banking
ORD00314,CUST0011,Soap Case - Wex,Beauty & Hygiene,Reliance Plast,5,325.0,2024-12-09,Debit Card
ORD00315,CUST0022,Chilli Masala Pumpkin,Gourmet & World Food,True Elements,4,596.0,2024-12-18,UPI
ORD00316,CUST0015,"3mm Hard Aluminium Anodized Fry Pan - Induction Base, 20 cm, Black","Kitchen, Garden & Pets",HAZEL,3,2097.0,2025-01-12,Cash on Delivery
ORD00317,CUST0027,"Storage Canister/Container With Air Tight Glass Lid - Cantera, Stainless Steel Copper Plating","Kitchen, Garden & Pets",Shri & Sam,4,4396.0,2025-02-06,Credit Card
ORD00318,CUST0065,Silver Eau De Toilette For Men,Beauty & Hygiene,Mercedes-Benz,2,10620.0,2025-02-17,UPI
ORD00319,CUST0022,White Chocolate & Cranberry Cookies,Gourmet & World Food,Merba,1,325.0,2025-02-12,Cash on Delivery
ORD00320,CUST0087,Disinfectant Surface Cleaner,Cleaning & Household,Nature Protect,1,105.0,2025-01-31,Cash on Delivery
ORD00321,CUST0064,Coconut Scraper - Wooden Handle,"Kitchen, Garden & Pets",Kvg,3,195.0,2025-01-24,Cash on Delivery
ORD00322,CUST0057,Executive Stainless Steel Lunch/Tiffin Box With Containers & Cover - Red,"Kitchen, Garden & Pets",Milton,3,987.0,2025-01-03,Cash on Delivery
ORD00323,CUST0065,Shahi Sabji Masala,"Foodgrains, Oil & Masala",Keya,5,135.0,2025-02-18,Debit Card
ORD00324,CUST0032,"Plastic Dustbin/Basket - Purple, PL BB 619 1",Cleaning & Household,Sunty,2,618.0,2025-02-17,Cash on Delivery
ORD00325,CUST0099,Vermicelli - Roasted,Snacks & Branded Foods,MTR,4,360.0,2025-02-05,Net Banking
ORD00326,CUST0051,Luminosity Anti Pigmentation Serum,Beauty & Hygiene,Organic Harvest,4,5985.0,2025-03-14,Credit Card
ORD00327,CUST0078,Mix - Semiya Payasam,Snacks & Branded Foods,Aachi,5,375.0,2024-12-30,Debit Card
ORD00328,CUST0020,Baby Powder,Baby Care,Softsens,2,250.0,2024-12-01,UPI
ORD00329,CUST0033,"Beans - Double, White","Foodgrains, Oil & Masala",bb Royal,1,75.0,2025-01-29,UPI
ORD00330,CUST0095,Papad - Plain,Snacks & Branded Foods,Iyers ,2,170.0,2025-03-13,Cash on Delivery
ORD00331,CUST0058,"Utensils-Dish Drainer/Basket/Drying Rack - Round, Large, Stainless Steel, VR10246","Kitchen, Garden & Pets",HAZEL,4,9196.0,2025-01-22,UPI
ORD00332,CUST0083,Fruit Bread,"Bakery, Cakes & Dairy",Britannia,3,60.0,2025-01-14,Cash on Delivery
ORD00333,CUST0082,Organic - Channa Brown/Kadale Kaalu,"Foodgrains, Oil & Masala",bb Royal,2,194.0,2024-12-02,Credit Card
ORD00334,CUST0074,Peanut Satay Sauce,Gourmet & World Food,Real Thai,3,660.0,2025-01-02,UPI
ORD00335,CUST0022,Saffron,"Foodgrains, Oil & Masala",LAXMI NARAYAN,3,900.0,2025-01-08,Cash on Delivery
ORD00336,CUST0001,Butter Cookies,"Bakery, Cakes & Dairy",Milk Ma,5,200.0,2025-01-11,UPI
ORD00337,CUST0038,Ayurvedic Guduchi Powder,Beauty & Hygiene,Meghdoot,1,60.0,2025-02-26,Debit Card
ORD00338,CUST0064,Voyage Man Eau De Toilette,Beauty & Hygiene,Nautica,3,7320.0,2025-01-20,Cash on Delivery
ORD00339,CUST0089,"Talc - Golden Beauty, Moon Drop",Beauty & Hygiene,Emami,5,1150.0,2024-12-04,Credit Card
ORD00340,CUST0023,Millet Masala Oats - Chinese Chilly,Snacks & Branded Foods,GoodDiet,2,181.0,2025-01-12,Debit Card
ORD00341,CUST0006,Bottle Gourd - Organically Grown,Fruits & Vegetables,Fresho,4,88.0,2025-03-28,Net Banking
ORD00342,CUST0092,Anti Pigmentation Glossy Pack - Fades Blemishes & Dark Circles,Beauty & Hygiene,Aroma Magic ,1,556.5,2025-02-21,Credit Card
ORD00343,CUST0099,Magic Seal Round Storage Plastic Container - Royal Red,"Kitchen, Garden & Pets",Polyset,4,356.0,2024-12-20,Net Banking
ORD00344,CUST0059,Soya Chunks - Mini,"Foodgrains, Oil & Masala",Nutrela,5,75.0,2025-03-25,Debit Card
ORD00345,CUST0011,Opalware Ivory Snack Bowl Set - Cherry Petal,"Kitchen, Garden & Pets",Laopala Diva,4,1800.0,2025-03-11,Net Banking
ORD00346,CUST0048,"100% Compostable & Bio-Degradable Garbage Bags - Large, 24X32",Cleaning & Household,Pearl Luxury,1,153.0,2025-03-17,Cash on Delivery
ORD00347,CUST0085,Honey Doodh Shot,"Bakery, Cakes & Dairy",Amul,3,63.75,2025-02-11,Debit Card
ORD00348,CUST0030,Alkaline Battery Max AA (8+4 Free),"Kitchen, Garden & Pets",Energizer,5,1425.0,2025-02-07,UPI
ORD00349,CUST0097,"Pro Signature Range - Vitamin C Brightening Facial, Aromatherapy For Professionals",Beauty & Hygiene,Aroma Magic ,2,5880.0,2025-02-12,Debit Card
ORD00350,CUST0016,FunFoods Peanut Butter Crunchy,Snacks & Branded Foods,Dr. Oetker,3,852.0,2024-12-09,Credit Card
ORD00351,CUST0099,Dishwash Bar-Lemon 125 g Poly pack + Scrub Sponge Pad 2 pcs,Cleaning & Household,BB Home,3,187.2,2025-03-18,UPI
ORD00352,CUST0078,D'licia - Whip Topping,"Bakery, Cakes & Dairy",D'Lecta,3,492.0,2025-01-18,Cash on Delivery
ORD00353,CUST0061,Wafers - Orange Cream,Gourmet & World Food,Nutro,2,75.0,2025-02-12,Cash on Delivery
ORD00354,CUST0094,"Stainless Steel  Induction Compatible Pressure Cooker - Silver, HSS10","Kitchen, Garden & Pets",Hawkins,4,21280.0,2024-12-24,Cash on Delivery
ORD00355,CUST0099,My Dream For Him - Perfumed Deodorant Natural Spray,Beauty & Hygiene,Embark,1,295.0,2025-03-21,Debit Card
ORD00356,CUST0014,Cat Treat - Tempting Tuna Flavour,"Kitchen, Garden & Pets",Temptations,3,2646.0,2025-03-01,UPI
ORD00357,CUST0069,"Pressed Bone - A delicious Rawhide Chew Treat, 6""","Kitchen, Garden & Pets",Pet en Care,3,840.0,2025-01-22,UPI
ORD00358,CUST0021,Stainless Steel Tea Spoon - Sunday Sapphire,"Kitchen, Garden & Pets",Anjali,4,596.0,2025-03-23,Credit Card
ORD00359,CUST0024,Steel Flat Bottom Tope/Patila/Bhagona - No. 14,"Kitchen, Garden & Pets",BB Home,3,897.0,2025-01-27,Debit Card
ORD00360,CUST0089,Cadbury Perk - Chocolate Bar,Snacks & Branded Foods,Cadbury,2,10.0,2025-02-06,Debit Card
ORD00361,CUST0093,Ultimate Choco Berry,Snacks & Branded Foods,RiteBite Max Protein,2,1900.0,2024-12-15,Debit Card
ORD00362,CUST0035,Garden Sprayer,"Kitchen, Garden & Pets",Natures Plus,1,135.0,2025-03-10,Credit Card
ORD00363,CUST0090,Disinfectant Surface & Floor Cleaner Liquid - Lavender,Cleaning & Household,Lizol,1,671.0,2025-01-26,Cash on Delivery
ORD00364,CUST0016,Coconut Oil,Beauty & Hygiene,ST. D'VENCE,1,254.0,2025-03-13,Net Banking
ORD00365,CUST0059,Chana Whole,"Foodgrains, Oil & Masala",Turn Organic ,5,387.0,2024-12-20,Credit Card
ORD00366,CUST0095,Instant Popcorn - Tomato Chilli,Snacks & Branded Foods,ACT II,3,89.1,2025-03-29,Net Banking
ORD00367,CUST0047,Soft Drink Glass,"Kitchen, Garden & Pets",Krosno - Europe,5,5795.0,2025-01-09,Debit Card
ORD00368,CUST0030,Pro Super Soft Reusable FDA Approved Menstrual Cup With Medical Grade Silicon - Medium,Beauty & Hygiene,Sirona,2,1438.2,2025-03-09,UPI
ORD00369,CUST0014,Ready Mix - Bajji Bonda,Snacks & Branded Foods,Grb,5,195.0,2025-02-25,Credit Card
ORD00370,CUST0046,Veggie Stix-Sour Cream&Onion+Multigrain Chips-Dahi Papdi Chaat(72g Get 10g Free),Snacks & Branded Foods,Too Yumm!,2,107.08,2025-03-03,UPI
ORD00371,CUST0066,"Oat Flour - Whole Grain, Keto-Friendly",Gourmet & World Food,By Nature,4,720.0,2025-01-19,Cash on Delivery
ORD00372,CUST0059,Sandal & Almond Milk Soap,Beauty & Hygiene,Santoor,1,139.5,2024-12-01,Debit Card
ORD00373,CUST0085,Syrup - Vanille Flavored,Gourmet & World Food,Monin,1,395.0,2025-02-26,Cash on Delivery
ORD00374,CUST0084,Vedic Immunity Kit,Beauty & Hygiene,Nutriorg,1,883.5,2025-01-12,Net Banking
ORD00375,CUST0069,Organic - Jaggery/Bella Powder,"Foodgrains, Oil & Masala",Turn Organic ,1,90.0,2024-12-14,Cash on Delivery
ORD00376,CUST0020,Signature Champion No Gas Body Deodorant For Men,Beauty & Hygiene,Axe,3,637.5,2024-12-03,Cash on Delivery
ORD00377,CUST0088,Diamond Facial Kit - Mini,Beauty & Hygiene,Astaberry,3,637.5,2025-02-20,Credit Card
ORD00378,CUST0023,Crackers - Sugar,Gourmet & World Food,Hup Seng,3,165.0,2024-12-26,Credit Card
ORD00379,CUST0020,Golden Glow Facial Oil,Beauty & Hygiene,Aroma Treasures,3,899.1,2025-01-05,Cash on Delivery
ORD00380,CUST0026,"Steel Storage/Lunch Container - No.31, Blue, Klip It","Kitchen, Garden & Pets",Joyo Steel,3,597.0,2025-03-09,Net Banking
ORD00381,CUST0079,Masala - Fish,"Foodgrains, Oil & Masala",Badshah,1,41.0,2025-01-04,Credit Card
ORD00382,CUST0069,UAE Dates/Kharjura - Seeded,"Foodgrains, Oil & Masala",Falcon,2,290.0,2025-01-05,UPI
ORD00383,CUST0034,Disney Mickey Mouse Plastic Lunch Box/Tiffin Box - HMGSLB 22004-MK,"Kitchen, Garden & Pets",Hm International,1,219.0,2025-02-18,Cash on Delivery
ORD00384,CUST0069,Ayurvedic Bhringaraj Hair Oil,Beauty & Hygiene,Lever Ayush,5,745.0,2024-12-14,Credit Card
ORD00385,CUST0069,Cocktail Seed Mix Snacks - Gluten-Free & Roasted,Gourmet & World Food,Nutriplate,5,1000.0,2025-01-14,Cash on Delivery
ORD00386,CUST0038,Utility Knife - Fantastiqe,"Kitchen, Garden & Pets",Anjali,3,237.0,2025-01-04,Credit Card
ORD00387,CUST0002,"Basmati Rice - Mogra, Broken/Tukda","Foodgrains, Oil & Masala",bb Royal,3,1674.0,2025-02-12,Credit Card
ORD00388,CUST0060,Easy 5 Minute Hair Colour - Natural Brown,Beauty & Hygiene,Godrej Expert,2,204.0,2024-12-10,Debit Card
ORD00389,CUST0020,GMS - Glyceryl Mono Stearate,Snacks & Branded Foods,Eagle,5,165.0,2025-03-25,Debit Card
ORD00390,CUST0081,Care Tea,Beverages,Tata Tea Gold,5,1110.0,2025-01-26,UPI
ORD00391,CUST0099,EzeeSqueegee Wiper,Cleaning & Household,Gala,2,258.0,2024-12-04,Net Banking
ORD00392,CUST0043,Flaxseed Hull Powder - Lignans,Gourmet & World Food,Health 1st,1,510.0,2024-12-14,Net Banking
ORD00393,CUST0073,Whey Protein Bars - Variety,Gourmet & World Food,GoodDiet,1,599.0,2024-12-12,Net Banking
ORD00394,CUST0033,Energizer Lithium Coin Battery CR 2032,"Kitchen, Garden & Pets",Energizer,4,180.0,2024-12-23,Cash on Delivery
ORD00395,CUST0100,"Aqua Stainless Steel Bottle With Steel Cap - Metallic Pink Finish, PXP 1003 CK","Kitchen, Garden & Pets",BB Home,5,1145.0,2025-02-19,Net Banking
ORD00396,CUST0067,Namkeen - Ribbon Pakoda,Snacks & Branded Foods,Townbus,5,50.0,2025-01-15,
ORD00397,CUST0092,Coconut & Olive Oil Soap,Beauty & Hygiene,Rexona,3,84.0,2025-03-15,Credit Card
ORD00398,CUST0079,Prosto-8 Tablet,Beauty & Hygiene,Meghdoot,5,750.0,2024-12-11,Net Banking
ORD00399,CUST0039,Plain Paper Party Plates - 23 cm,Cleaning & Household,Origami,5,330.0,2024-12-17,UPI
